Date,Make,Color,Amount.Due,Violation,Location,Meter,Officer.Comment,SanitizedLocation,lat,lon
6/26/08,SUZU,BLU,24.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 18,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,CHEV,WHT,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,44 35,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,DODG,MAR,0.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 4,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,HOND,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-49,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/26/08,TOYT,BLU,24.00,METER VIOLATION,SOUTH PARK-1E,43-66,NO TIME ON METER,,,
6/26/08,FORD,GRN,0.00,TIME LIMIT ZONE,16TH AVE PATTERSON ST HI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,16TH PATTERSON,44.046878,-123.084076
6/26/08,TOYT,BLK,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-36,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/26/08,TOYT,GRN,0.00,METER VIOLATION,EAST PARK-8,43-79,NO TIME ON METER,,,
6/26/08,STRN,BEI,0.00,METER VIOLATION,LOT 31,87,NO TIME ON METERSEE PD SP REPORT,,,
6/26/08,TOYT,WHT,24.00,METER VIOLATION,LOT 31,55,NO TIME ON METERSEE PD SP REPORT,,,
6/26/08,PLYM,BLK,24.00,METER VIOLATION,LOT 31,53,NO TIME ON METERPERMIT NOT VALID IN,,,
6/26/08,FORD,RED,24.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 49,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/26/08,TOYT,BLK,0.00,METER VIOLATION,WILLAMETTE 11TH AVE 10TH,59 17,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,FORD,WHT,30.00,YELLOW ZONE,WILLAMETTE 11TH AVE 10TH,NA,ALL IN YELLOWUNATTENDED VEH,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,TOYT,BLU,0.00,METER VIOLATION,CHARNELTON ST 10TH AVE B,48 20,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/26/08,GMC,GRY,0.00,METER VIOLATION,OAK ST BROADWAY ST 10TH,52 50,NO TIME ON METER,OAK BROADWAY,44.0431537,-123.0909284
6/26/08,GMC,BLK,0.00,METER VIOLATION,WEST PARK-8,42-87,NO TIME ON METER,,,
6/26/08,GMC,GRY,0.00,METER VIOLATION,8TH AVE WILLAMETTE WEST,42-1,NO TIME ON METER,8TH WILLAMETTE,44.0510162,-123.0881198
6/26/08,FORD,GRN,0.00,METER VIOLATION,5TH AVE CHARNELTON ST WI,42886,NO TIME ON METER,5TH CHARNELTON,44.0540221,-123.0885444
6/26/08,TOYT,BLU,0.00,METER VIOLATION,OAK ST 6TH AVE 7TH AVE,25-48,NO TIME ON METER,OAK 6TH,44.053089,-123.091963
6/26/08,VOLK,BLU,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31-48,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/26/08,GMC,RED,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-5,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/26/08,ACUR,GRY,0.00,METER VIOLATION,8TH AVE WEST PARK-8 OAK,42-8,NO TIME ON METER,8TH WEST,44.0501653,-123.1176429
6/26/08,HOND,GRN,0.00,METER VIOLATION,WEST PARK-8,42-88,NO TIME ON METER,,,
6/26/08,NISS,YEL,12.00,METER VIOLATION,LOT 31,27,NO TIME ON METERSEE PD SP REPORT,,,
6/26/08,BMW,SIL,0.00,TIME LIMIT ZONE,LAWRENCE ST 8TH AVE 7TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,LAWRENCE 8TH,44.0510462,-123.0983383
6/26/08,CHRY,WHT,0.00,TIME LIMIT ZONE,BROADWAY ST WASHINGTON S,NA,CHALK MARK STILL VISIBLENO DISABLED,BROADWAY WASHINGTON,44.0503976,-123.0996463
6/26/08,ACUR,SIL,0.00,TIME LIMIT ZONE,17TH AVE MILL ST FERRY S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH MILL,44.0452933,-123.084937
6/26/08,DATS,GRY,0.00,TIME LIMIT ZONE,14TH AVE HIGH ST PEARL S,NA,CHALK MARK STILL VISIBLE,,,
6/26/08,FORD,GRN,0.00,METER VIOLATION,EAST PARK-8,43-87,NO TIME ON METER,,,
6/26/08,VOLK,BLK,0.00,METER VIOLATION,OAK ST 7TH AVE 8TH AVE,33-17,NO TIME ON METER,OAK 7TH,43.7517656,-122.4553777
6/26/08,HOND,GRY,0.00,METER VIOLATION,OAK ST 6TH AVE 5TH AVE,15-19,NO TIME ON METER,OAK 6TH,44.053089,-123.091963
6/26/08,TOYT,RED,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 17TH,44.04111049999999,-123.0680264
6/26/08,HYUN,BLK,0.00,TIME LIMIT ZONE,17TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH VILLARD,44.0410988,-123.064789
6/26/08,DODG,WHT,0.00,TIME LIMIT ZONE,15TH AVE VILLARD ST MOSS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH VILLARD,44.0432966,-123.0648021
6/26/08,FORD,BLU,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 15TH,44.0432966,-123.0648021
6/26/08,FORD,RED,0.00,TIME LIMIT ZONE,MOSS ST 19TH AVE 17TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MOSS 19TH,44.0389099,-123.0664199
6/26/08,SUBA,SIL,0.00,TIME LIMIT ZONE,FAIRMOUNT BLVD BIRCH LN,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FAIRMOUNT BIRCH,44.0405734,-123.0559081
6/26/08,ACUR,GLD,0.00,TIME LIMIT ZONE,PATTERSON ST 12TH AVE 11,NA,CHALK MARK STILL VISIBLENO PERMIT VI,PATTERSON 12TH,44.0467662,-123.0840397
6/26/08,COOP,WHT,12.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 12,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/26/08,JEEP,GRY,0.00,TIME LIMIT ZONE,17TH AVE PATTERSON ST FE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,17TH PATTERSON,44.04515199999999,-123.0834043
6/26/08,FORD,GRN,0.00,TIME LIMIT ZONE,17TH AVE ALDER ST HILYAR,NA,1HRCHALK MARK STILL VISIBLE,17TH ALDER,44.0413005,-123.0802387
6/26/08,TOYT,BLU,0.00,TIME LIMIT ZONE,PATTERSON ST 18TH AVE 17,NA,NO PERMIT VISIBLECHALK MARK STILL VI,PATTERSON 18TH,44.04515199999999,-123.0834043
6/26/08,TOYT,BLK,0.00,TIME LIMIT ZONE,HILYARD ST 15TH AVE 16TH,NA,NO PERMIT VISIBLECHALK MARK STILL VI,HILYARD 15TH,44.04473,-123.081623
6/26/08,SCIN,RED,0.00,RESTRICTED BY SIGN,20TH AVE EMERALD ST AGAT,NA,NO PARKINGSIGN(s)POSTED,20TH EMERALD,44.0378301,-123.0715377
6/26/08,HOND,WHT,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH HILYARD,44.0436443,-123.0821076
6/26/08,HOND,GRY,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH HILYARD,44.0436443,-123.0821076
6/26/08,TOYT,BLU,0.00,TIME LIMIT ZONE,15TH AVE HILYARD ST PATT,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH HILYARD,44.0436443,-123.0821076
6/26/08,SAAB,GRY,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-49,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/26/08,VOLK,GRN,0.00,METER VIOLATION,KINCAID ST 13TH AVE END,227-68,NO TIME ON METER,KINCAID 13TH,44.04411040000001,-123.0789666
6/26/08,HOND,GRY,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,272-32,NO TIME ON METER,18TH ALDER,44.039366,-123.0806285
6/26/08,TOYT,WHT,0.00,METER VIOLATION,18TH AVE ALDER ST UNIVER,271-33,NO TIME ON METER,18TH ALDER,44.039366,-123.0806285
6/26/08,CHEV,BEI,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,43 19,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/26/08,FORD,GRN,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,52 26,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/26/08,LEXS,GRY,0.00,METER VIOLATION,LOT 10,13,NO TIME ON METER,,,
6/26/08,HOND,GRN,0.00,METER VIOLATION,LOT 10,50,NO TIME ON METER,,,
6/26/08,CHEV,WHT,0.00,RESTRICTED BY SIGN,10TH AVE WILLAMETTE OLIV,NA,COMMERCIAL MARKED VEHICLE ONLYNV,10TH WILLAMETTE,44.0467962,-123.0954286
6/26/08,TOYT,BLU,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,50 13,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/26/08,TOYT,BLK,0.00,METER VIOLATION,BROADWAY ST OAK ST WILLA,51 35,NO TIME ON METER,BROADWAY OAK,44.0502458,-123.0917266
6/26/08,HOND,GRN,0.00,METER VIOLATION,11TH AVE WILLAMETTE OAK,70 8,NO TIME ON METER,11TH WILLAMETTE,44.0391468,-123.0924404
6/26/08,HOND,RED,0.00,METER VIOLATION,11TH AVE OLIVE ST WILLAM,69 7,NO TIME ON METER,11TH OLIVE,44.0468219,-123.0929691
6/26/08,NISS,WHT,0.00,METER VIOLATION,SOUTH PARK-0E,42-72,NO TIME ON METER,,,
6/26/08,BUIC,RED,0.00,METER VIOLATION,SOUTH PARK-1E,43-95,NO TIME ON METER,,,
6/26/08,TOYT,GRY,0.00,METER VIOLATION,SOUTH PARK-1E,43-69,NO TIME ON METER,,,
6/26/08,FORD,BLU,0.00,METER VIOLATION,8TH AVE LINCOLN ST CHARN,39-5,NO TIME ON METER,8TH LINCOLN,44.05118239999999,-123.0963337
6/26/08,CHEV,WHT,0.00,RESTRICTED BY SIGN,8TH AVE LINCOLN ST CHARN,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,8TH LINCOLN,44.05118239999999,-123.0963337
6/26/08,SUBA,GRN,0.00,RESTRICTED BY SIGN,WEST PARK-8,NA,COMMERCIAL MARKED VEHICLE ONLYNO COM,,,
6/26/08,FORD,CRM,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31-47,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/26/08,GMC,WHT,0.00,RESTRICTED BY SIGN,LOT 31,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/26/08,HOND,SIL,0.00,METER VIOLATION,LOT 31,24,NO TIME ON METEREXPIRED MAY 08 PERMI,,,
6/26/08,SUBA,BRN,0.00,TIME LIMIT ZONE,MILL ST 17TH AVE 16TH AV,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,MILL 17TH,44.0452933,-123.084937
6/26/08,DODG,BLU,0.00,TIME LIMIT ZONE,MILL ST 16TH AVE 17TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 16TH,44.0520691,-123.0867536
6/26/08,BMW,TAN,0.00,TIME LIMIT ZONE,FERRY ST 14TH AVE 13TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 14TH,44.0452933,-123.084937
6/26/08,CHEV,WHT,0.00,TIME LIMIT ZONE,14TH AVE HIGH ST MILL ST,NA,CHALK MARK STILL VISIBLENO PERMIT VI,,,
6/26/08,OLDS,BLU,0.00,TIME LIMIT ZONE,15TH AVE FERRY ST PATTER,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH FERRY,44.0452933,-123.084937
6/26/08,TOYT,GRN,0.00,TIME LIMIT ZONE,15TH AVE PATTERSON ST FE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,15TH PATTERSON,44.04515199999999,-123.0834043
6/26/08,ACUR,BLK,0.00,METER VIOLATION,BROADWAY ST CHARNELTON S,40 41,NO TIME ON METER,BROADWAY CHARNELTON,44.0497188,-123.0949709
6/26/08,CHEV,GRY,0.00,METER VIOLATION,PEARL ST 7TH AVE 6TH AVE,25-22,NO TIME ON METER,PEARL 7TH,44.0526132,-123.0871804
6/26/08,FORD,BLU,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,44 34,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,ISUZ,WHT,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-27,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/26/08,TOYT,GRY,0.00,TIME LIMIT ZONE,POTTER ST - 18TH TO 19TH,NA,NO PERMIT VISIBLE,POTTER -,44.0660817,-123.0954346
6/26/08,PETE,WHT,0.00,RESTRICTED BY SIGN,LOT 31,NA,CITY PERMIT PARKING ONLYNO PERMIT VI,,,
6/26/08,DODG,BLK,0.00,METER VIOLATION,KINCAID ST 12TH AVE 13TH,214 16,NO TIME ON METER,KINCAID 12TH,44.04411040000001,-123.0789666
6/26/08,LEXS,SIL,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 34,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/26/08,FORD,BLU,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,CHALK MARK STILL VISIBLENO VALID PER,15TH MOSS,44.04159629999999,-123.0660206
6/26/08,VOLK,BLU,0.00,TIME LIMIT ZONE,17TH AVE COLUMBIA ST MOS,NA,CHALK MARK STILL VISIBLENO PERMIT VI,17TH COLUMBIA,44.0945889,-123.0971691
6/26/08,VOLK,BLU,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE 17TH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,VILLARD 15TH,44.0432966,-123.0648021
6/26/08,CHEV,BRO,24.00,TIME LIMIT ZONE,17TH AVE ORCHARD ST VILL,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,17TH ORCHARD,44.043107,-123.0627
6/26/08,NISS,GRY,0.00,TIME LIMIT ZONE,VILLARD ST 15TH AVE FRAN,NA,CHALK MARK STILL VISIBLE,VILLARD 15TH,44.0432966,-123.0648021
6/26/08,ACUR,BLK,0.00,WRONG SIDE PARKING,COLUMBIA ST 19TH AVE FAI,NA,MUST PARK WITH FLOW OF TRAFFIC,COLUMBIA 19TH,44.0457946,-123.0741681
6/26/08,MAZD,BLU,0.00,METER VIOLATION,12TH AVE KINCAID ST ALDE,214 9,NO TIME ON METER,12TH KINCAID,44.04411040000001,-123.0789666
6/26/08,TOYT,BLK,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 25,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/26/08,VOLK,BLK,24.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226 8,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/26/08,VOLK,WHT,0.00,ON THROUGHWAY,15TH AVE HILYARD ST ALDE,NA,APPROX.3FT CURB,15TH HILYARD,44.0436443,-123.0821076
6/26/08,HYUN,BLK,0.00,TIME LIMIT ZONE,16TH AVE ALDER ST HILYAR,NA,NO PERMIT VISIBLECHALK MARK STILL VI,16TH ALDER,44.042008,-123.080528
6/26/08,PONT,GRY,0.00,TIME LIMIT ZONE,18TH AVE KINCAID ST ALDE,NA,2HRCHALK MARK STILL VISIBLE,18TH KINCAID,44.039405,-123.079017
6/26/08,DODG,RED,0.00,TIME LIMIT ZONE,18TH AVE POTTER ST HARRI,NA,2HRCHALK MARK STILL VISIBLE,18TH POTTER,44.0396102,-123.0757823
6/26/08,FORD,BLK,0.00,TIME LIMIT ZONE,UNIVERSITY ST 19TH AVE 1,NA,NO PERMIT VISIBLECHALK MARK STILL VI,UNIVERSITY 19TH,44.0448302,-123.0726055
6/26/08,DODG,WHT,0.00,TIME LIMIT ZONE,19TH AVE HARRIS ST POTTE,NA,NO PERMIT VISIBLECHALK MARK STILL VI,19TH HARRIS,44.0389233,-123.0777203
6/26/08,SUBA,BLU,0.00,TIME LIMIT ZONE,20TH AVE EMERALD ST ONYX,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH EMERALD,44.0378301,-123.0715377
6/26/08,TOYT,RED,0.00,METER VIOLATION,14TH AVE KINCAID ST ALDE,239-4,NO TIME ON METER,14TH KINCAID,44.04411040000001,-123.0789666
6/26/08,VOLK,BLU,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239-29,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/26/08,TOYT,WHT,24.00,TIME LIMIT ZONE,20TH AVE HARRIS ST KINCA,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH HARRIS,44.0378307,-123.0777123
6/26/08,NISS,GRY,0.00,TIME LIMIT ZONE,20TH AVE POTTER ST HARRI,NA,NO PERMIT VISIBLECHALK MARK STILL VI,20TH POTTER,44.0378465,-123.0762065
6/26/08,CHEV,WHT,0.00,METER VIOLATION,BROADWAY ST PEARL ST HIG,53 5,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,FORD,GRY,0.00,METER VIOLATION,PEARL ST 10TH AVE BROADW,53 53,NO TIME ON METER,PEARL 10TH,44.04929,-123.089954
6/26/08,PONT,WHT,0.00,RESTRICTED BY SIGN,WILLAMETTE 11TH AVE 10TH,NA,COMMERCIAL MARKED VEHICLE ONLYHC NOT,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,HOND,RED,0.00,METER VIOLATION,WILLAMETTE 10TH AVE 11TH,60 53,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/26/08,BMW,GRY,24.00,METER VIOLATION,CHARNELTON ST 10TH AVE B,48 23,NO TIME ON METER,CHARNELTON 10TH,44.0485301,-123.094962
6/26/08,JEEP,WHT,24.00,METER VIOLATION,BROADWAY ST PEARL ST OAK,52 5,NO TIME ON METER,BROADWAY PEARL,44.049821,-123.090191
6/26/08,FORD,GRY,24.00,METER VIOLATION,WEST PARK-8,42-61,NO TIME ON METER,,,
6/26/08,TOYT,GRY,0.00,METER VIOLATION,SOUTH PARK-0E,42-71,NO TIME ON METER,,,
6/26/08,DATS,YEL,0.00,METER VIOLATION,LOT 36,SP.27,NO TIME ON METER,,,
6/26/08,TOYT,BLU,0.00,METER VIOLATION,HIGH ST 4TH AVE 6TH AVE,18-47,NO TIME ON METER,HIGH 4TH,44.0377702,-123.0866908
6/26/08,FREI,WHT,0.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-4,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/26/08,CHEV,BLK,0.00,METER VIOLATION,HIGH ST 6TH AVE 5TH AVE,17-16,NO TIME ON METER,HIGH 6TH,44.0530736,-123.096141
6/26/08,FORD,WHT,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-33,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/26/08,NISS,RED,0.00,YELLOW ZONE,8TH AVE WEST PARK-8 OAK,NA,ALL IN YELLOWNOT A PARKING SPACE,8TH WEST,44.0501653,-123.1176429
6/26/08,FORD,WHT,0.00,TIME LIMIT ZONE,LINCOLN ST 5TH AVE 4TH A,NA,CHALK MARK STILL VISIBLE,LINCOLN 5TH,44.054116,-123.089438
6/26/08,HOND,SIL,0.00,TIME LIMIT ZONE,8TH AVE LAWRENCE ST LINC,NA,CHALK MARK STILL VISIBLENO PERMIT VI,8TH LAWRENCE,44.0510462,-123.0983383
6/26/08,SUBA,GRN,24.00,TIME LIMIT ZONE,MILL ST 12TH AVE 11TH AV,NA,CHALK MARK STILL VISIBLE1 HR ZONE,,,
6/26/08,LAND,RED,0.00,TIME LIMIT ZONE,14TH AVE MILL ST FERRY S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,14TH MILL,44.0452933,-123.084937
6/26/08,TOYT,GRY,0.00,METER VIOLATION,WILLAMETTE 5TH AVE 6TH A,15-53,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/27/08,TOYT,BEI,0.00,METER VIOLATION,LOT 21,48,NO TIME ON METERPERMIT NOT VALID IN,,,
6/27/08,SUBA,RED,0.00,TIME LIMIT ZONE,FERRY ST 18TH AVE 17TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 18TH,44.0452933,-123.084937
6/27/08,HOND,GRY,0.00,TIME LIMIT ZONE,12TH AVE PEARL ST HIGH S,NA,CHALK MARK STILL VISIBLENO PERMIT VI,12TH PEARL,44.0459819,-123.0884881
6/27/08,HOND,SIL,0.00,TIME LIMIT ZONE,12TH AVE HIGH ST PEARL S,NA,CHALK MARK STILL VISIBLE,12TH HIGH,44.0463507,-123.117082
6/27/08,HOND,SIL,24.00,TIME LIMIT ZONE,FERRY ST 11TH AVE 12TH A,NA,CHALK MARK STILL VISIBLENO PERMIT VI,FERRY 11TH,44.0452933,-123.084937
6/27/08,CHRY,BLK,0.00,TIME LIMIT ZONE,MILL ST 15TH AVE 14TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MILL 15TH,44.043051,-123.088771
6/27/08,HOND,SIL,0.00,METER VIOLATION,ALDER ST 13TH AVE 11TH A,208 22,NO TIME ON METER,ALDER 13TH,44.0456069,-123.079995
6/27/08,JEEP,SIL,0.00,METER VIOLATION,KINCAID ST 15TH AVE 14TH,239 17,NO TIME ON METER,KINCAID 15TH,44.04411040000001,-123.0789666
6/27/08,TOYT,GRY,0.00,TIME LIMIT ZONE,MOSS ST 17TH AVE 15TH AV,NA,CHALK MARK STILL VISIBLENO PERMIT VI,MOSS 17TH,44.04159629999999,-123.0660206
6/27/08,TOYT,GRY,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 17TH,44.04111049999999,-123.0680264
6/27/08,TOYT,SIL,0.00,TIME LIMIT ZONE,COLUMBIA ST 19TH AVE 17T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 19TH,44.0457946,-123.0741681
6/27/08,MERC,SIL,0.00,TIME LIMIT ZONE,COLUMBIA ST 17TH AVE 19T,NA,CHALK MARK STILL VISIBLENO PERMIT VI,COLUMBIA 17TH,44.04111049999999,-123.0680264
6/27/08,SUBA,BUR,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,214 37,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/27/08,SUBA,SIL,0.00,METER VIOLATION,12TH AVE ALDER ST KINCAI,209 34,NO TIME ON METER,12TH ALDER,44.04646169999999,-123.0798634
6/27/08,DODG,RED,0.00,TIME LIMIT ZONE,15TH AVE MOSS ST VILLARD,NA,CHALK MARK STILL VISIBLENO PERMIT VI,15TH MOSS,44.04159629999999,-123.0660206
6/27/08,FORD,BLK,0.00,METER VIOLATION,WILLAMETTE 7TH AVE 8TH A,33-47,NO TIME ON METER,WILLAMETTE AVE,44.0211181,-123.0919185
6/27/08,LEXS,GRY,0.00,METER VIOLATION,WEST PARK-7,33-76,NO TIME ON METER,,,
6/27/08,MITS,BEI,0.00,METER VIOLATION,8TH AVE WILLAMETTE OAK S,42-11,NO TIME ON METER,8TH WILLAMETTE,44.0510162,-123.0881198
6/27/08,MERC,GLD,12.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40-8,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/27/08,CHEV,WHT,0.00,METER VIOLATION,8TH AVE OAK ST PEARL ST,34-34,NO TIME ON METER,8TH OAK,44.0516002,-123.0906409
6/27/08,TOYT,RED,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31-50,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/27/08,LEXS,RED,0.00,METER VIOLATION,BROADWAY ST CHARNELTON S,40-39,NO TIME ON METER,BROADWAY CHARNELTON,44.0497188,-123.0949709
6/27/08,TOYT,BLK,0.00,METER VIOLATION,10,SPC. 28,NO TIME ON METERSPR,,,
6/27/08,TOYT,GRN,24.00,METER VIOLATION,10TH AVE OAK ST WILLAMET,60-4,NO TIME ON METER,10TH OAK,44.0488193,-123.0916306
6/27/08,CHEV,BEI,0.00,TIME LIMIT ZONE,PEARL ST 3RD AVE 4TH AVE,NA,CHALK MARK STILL VISIBLEVEH MUST LEA,PEARL 3RD,44.0564967,-123.0896494
6/27/08,YAMA,WHT,0.00,TIME LIMIT ZONE,CHESHIRE LINCOLN ST HIGH,NA,CHALK MARK STILL VISIBLENO PERMIT VI,CHESHIRE ST,44.0605829,-123.0988126
6/27/08,DAEW,WHT,24.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71-3,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/27/08,HOND,WHT,0.00,METER VIOLATION,5TH AVE PEARL ST OAK ST,16-5,NO TIME ON METER,5TH PEARL,44.0540221,-123.0885444
6/27/08,DODG,BLK,24.00,METER VIOLATION,5TH AVE HIGH ST PEARL ST,17-6,NO TIME ON METER,5TH HIGH,44.0535416,-123.0878574
6/27/08,MAZD,WHT,0.00,METER VIOLATION,WEST PARK-8,42-63,NO TIME ON METER,,,
6/27/08,TOYT,BEI,0.00,METER VIOLATION,8TH AVE CHARNELTON ST OL,40-2,NO TIME ON METER,8TH CHARNELTON,44.05118239999999,-123.0963337
6/27/08,TOYT,GRN,0.00,METER VIOLATION,CHARNELTON ST 8TH AVE 7T,31-52,NO TIME ON METER,CHARNELTON 8TH,44.05118239999999,-123.0963337
6/27/08,FORD,GLD,24.00,METER VIOLATION,LOT 21 ALLEY,48-73,NO TIME ON METER,LOT ALLEY,44.039064,-123.0704815
6/27/08,HOND,BLU,0.00,METER VIOLATION,CHARNELTON ST BROADWAY S,49-47,NO TIME ON METER,CHARNELTON BROADWAY,44.0495438,-123.0960329
6/27/08,CHEV,WHT,0.00,METER VIOLATION,BROADWAY ST WILLAMETTE O,42-37,NO TIME ON METER,BROADWAY WILLAMETTE,44.050598,-123.09287
6/27/08,CHEV,GRY,0.00,METER VIOLATION,PEARL ST BROADWAY ST 8TH,44-55,NO TIME ON METER,PEARL BROADWAY,44.0500531,-123.0898399
6/27/08,JEEP,RED,24.00,METER VIOLATION,11TH AVE OAK ST PEARL ST,71-4,NO TIME ON METER,11TH OAK,44.0475982,-123.0910519
6/27/08,MERC,GRN,0.00,METER VIOLATION,10TH AVE CHARNELTON ST L,57-15,NO TIME ON METER,10TH CHARNELTON,44.0485301,-123.094962
6/27/08,TOYT,GRY,0.00,METER VIOLATION,13TH AVE KINCAID ST ALDE,226-2,NO TIME ON METER,13TH KINCAID,44.04411040000001,-123.0789666
6/27/08,SUBA,SIL,0.00,METER VIOLATION,LOT 31,70,NO TIME ON METERSEE PD SP REPORT,,,
